iteration,layer,rank,score
183,D,3,0.3058675653271189
183,E,2,0.3233820211999274
184,A,3,0.13240200627866547
184,B,5,-0.07788709686539022
184,C,1,0.36475768642784756
184,D,2,0.3211979965181342
184,E,4,0.07775653874345301
185,A,2,0.31798176408820605
185,B,5,0.015480997023988375
185,C,1,0.41892824138717355
185,D,4,0.21008226059644142
185,E,3,0.26791770806683807
186,A,2,0.10337968283998865
186,B,5,-0.1511140168589902
186,C,1,0.20007687414063713
186,D,4,0.04131333542819907
186,E,3,0.06227721580095655
187,A,2,0.31568803030777487
187,B,5,-0.07953783620514307
187,C,1,0.38278405167412877
187,D,3,0.21696320656372725
187,E,4,0.16838175450872495
188,A,4,-0.04356158220912655
188,B,5,-0.08155684159674405
188,C,1,0.4489953365727031
188,D,3,0.2424638620394912
188,E,2,0.3124272520938164
189,A,4,0.1420467686743508
189,B,5,-0.06766794762087874
189,C,1,0.5045267325947669
189,D,3,0.35310636372489335
189,E,2,0.3891252788174234
190,A,3,0.08010836097431902
190,B,5,-0.13980813674680934
190,C,1,0.2715538035642955
190,D,2,0.1192067307041879
190,E,4,0.05380373447558079
191,A,4,0.06927539798745655
191,B,5,-0.03914795324783472
191,C,1,0.22144931314513752
191,D,2,0.21443406090553996
191,E,3,0.09906837901594838
192,A,1,0.5116979831954673
192,B,5,-0.06749691063928605
192,C,2,0.35505310763138426
192,D,4,0.07537855565927926
192,E,3,0.3165536076741975
193,A,2,0.22836275801096265
193,B,5,-0.06552858789281187
193,C,1,0.3668073718626414
193,D,4,0.15813008544694257
193,E,3,0.19045130776665398
194,A,4,0.13365623931023465
194,B,5,0.006573065945889598
194,C,1,0.3148198485147199
194,D,3,0.17869439071158943
194,E,2,0.18864481123596372
195,A,2,0.19426588909524264
195,B,5,-0.051683993565894454
195,C,1,0.23229014557308117
195,D,4,0.014507950164281077
195,E,3,0.021233678585012628
196,A,4,0.042561673866829804
196,B,5,-0.03802429317604615
196,C,1,0.2892183068005121
196,D,3,0.10469634466748534
196,E,2,0.1425002446621588
197,A,2,0.39715239035208705
197,B,5,0.04055903184154363
197,C,1,0.42753955522492487
197,D,4,0.2089497979181819
197,E,3,0.29868450378445444
198,A,3,0.17135094327320236
198,B,5,-0.017306255899480313
198,C,1,0.351225623107137
198,D,4,0.10980779906241347
198,E,2,0.24807523150184022
199,A,1,0.3405208885631197
199,B,5,-0.1765846255891625
199,C,2,0.2277342827580573
199,D,4,-0.01943521617049989
199,E,3,0.16181799516499862
200,A,2,0.19614328075472767
200,B,5,-0.14039987494331135
200,C,1,0.21697953549094984
200,D,4,-0.03231057180794933
200,E,3,0.08601321101118398
201,A,1,0.34661209642183366
201,B,5,-0.09007299576368859
201,C,3,0.2767166156220404
201,D,4,0.15280198354397703
201,E,2,0.3427477097607572
202,A,4,0.06469617276132039
202,B,5,-0.15849020335556155
202,C,1,0.29955095344175486
202,D,2,0.17416785686251585
202,E,3,0.10412579870657486
203,A,5,-0.17588918161029987
203,B,4,-0.1609167879286016
203,C,1,0.40988398316599634
203,D,2,0.17969385218487627
203,E,3,0.08503982400468604
204,A,3,0.3206345929917356
204,B,5,-0.014603907869049897
204,C,1,0.34749600855882
204,D,2,0.34530383298570844
204,E,4,0.27125123487257113
205,A,3,0.24581923308701206
205,B,5,-0.03368417930131262
205,C,1,0.42501658795267
205,D,4,0.11424449398462164
205,E,2,0.29109917555310016
206,A,1,0.6270689492597783
206,B,5,-0.05839570637469674
206,C,2,0.43221457865227964
206,D,4,0.2895925323813644
206,E,3,0.31317180455297233
207,A,3,0.13172983771353838
207,B,5,-0.12085104897393296
207,C,1,0.3393194909116752
207,D,4,0.0997579721421052
207,E,2,0.13884468027368338
208,A,4,0.021328956786131337
208,B,5,-0.08949187963018086
208,C,1,0.3852229697234657
208,D,3,0.09238247362330743
208,E,2,0.18418043266968692
209,A,4,-0.10017523832660992
209,B,5,-0.1129429441144684
209,C,1,0.22389558586631894
209,D,2,0.0026661077742264998
209,E,3,-0.024247141950758
210,A,4,0.012546267179513404
210,B,5,-0.009579578359642025
210,C,1,0.45356767148777516
210,D,2,0.3536915897300249
210,E,3,0.22231557313572306
211,A,3,0.28108157069935225
211,B,5,-0.010429121139064723
211,C,1,0.4406631027161877
211,D,4,0.1076092007108918
211,E,2,0.3241133253483068
212,A,3,0.20258187040542158
212,B,5,-0.021821909456347703
212,C,1,0.38834638953518685
212,D,4,0.14628433326017837
212,E,2,0.2802523474571715
213,A,1,0.4917770837376265
213,B,4,-0.02024668694011487
213,C,2,0.37765111370089405
213,D,5,-0.02053560053994794
213,E,3,0.2682034896876559
214,A,2,0.3737887041399681
214,B,5,-0.06444813383844679
214,C,1,0.42907126488449915
214,D,4,0.12786747289473976
214,E,3,0.28402630073898716
215,A,3,0.113383110216644
215,B,5,-0.10633904039738828
215,C,1,0.35259822856704154
215,D,4,0.06440570905258139
215,E,2,0.26639247428683654
216,A,4,0.05088005050676033
216,B,5,-0.1098680239093934
216,C,1,0.3829440028663662
216,D,3,0.10701734657380314
216,E,2,0.24293829947396536
217,A,3,0.0826889228201438
217,B,5,-0.015043603621295828
217,C,1,0.42199515550740263
217,D,2,0.16728018505553632
217,E,4,0.04301513063904397
218,A,2,0.19822396179405347
218,B,5,-0.03797301913951272
218,C,1,0.29062208716472104
218,D,3,0.1426662852636046
218,E,4,0.05049268661993575
219,A,4,0.06747771192911561
219,B,5,-0.1307645480511672
219,C,1,0.31467193497753276
219,D,3,0.11686805992011574
219,E,2,0.2867824266957876
220,A,2,0.28047957796836975
220,B,5,-0.01197507934818249
220,C,1,0.29329583584978103
220,D,3,0.2768629836692005
220,E,4,0.08146657664433092
221,A,2,0.41242735285745585
221,B,5,-0.0009719510767504399
221,C,1,0.5288324127831743
221,D,4,0.2027683294761262
221,E,3,0.3800373978819753
222,A,1,0.3698575974610838
222,B,5,-0.11813336308792648
222,C,2,0.3294437144692524
222,D,4,0.1006128499953596
222,E,3,0.2572067333818907
223,A,2,0.2869725342720395
223,B,5,-0.07098908153322245
223,C,1,0.3275455907682353
223,D,4,0.14752105596284956
223,E,3,0.17938280656793734
224,A,4,0.05907794649244942
224,B,5,-0.04584017913914886
224,C,1,0.3741520656145123
224,D,3,0.08157401493268
224,E,2,0.20515345689996195
225,A,2,0.3279742382806438
225,B,5,-0.010604489516254957
225,C,1,0.39433771892306513
225,D,4,0.12146935238694216
225,E,3,0.2616586070287721
226,A,2,0.35783179030697615
226,B,5,-0.05330663034283219
226,C,1,0.387541502987478
226,D,3,0.23455017162236538
226,E,4,0.20234472957973793
227,A,4,0.1735767708439653
227,B,5,-0.059907771415157
227,C,1,0.5844853434910366
227,D,3,0.2243228494853421
227,E,2,0.5345251695211086
228,A,2,0.268105314405475
228,B,5,-0.11093393761511422
228,C,1,0.44761877476252154
228,D,3,0.1652948138807732
228,E,4,0.09627410695077834
229,A,3,0.1758576057449967
229,B,5,-0.1355099163623497
229,C,1,0.37135693735016584
229,D,4,0.06759092074545316
229,E,2,0.22003895671320078
230,A,2,0.2319885510793493
230,B,5,-0.08422604576714694
230,C,1,0.3724315650173503
230,D,4,0.16310293829350292
230,E,3,0.19799343496921096
231,A,3,0.2982968240309261
231,B,5,-0.10331444290115369
231,C,1,0.36694750082180416
231,D,4,0.06635197744006639
231,E,2,0.341257223127883
232,A,3,0.023135870054787788
232,B,5,-0.10100435209791504
232,C,2,0.23016934708343811
232,D,1,0.27906758234104
232,E,4,-0.03191462316386551
233,A,4,0.17202905798284104
233,B,5,-0.12810721478903822
233,C,1,0.4219509824967787
233,D,3,0.21806299403245039
233,E,2,0.37300827940892883
234,A,4,0.045707667754995907
234,B,5,-0.10722398925897343
234,C,1,0.2339636658345674
234,D,3,0.0767734762760054
234,E,2,0.1675079255200262
235,A,2,0.3112303448726227
235,B,5,-0.051344867647231326
235,C,1,0.40773908449927854
235,D,4,0.27003392044683344
235,E,3,0.3008131891472873
236,A,4,-0.025844820797816272
236,B,5,-0.12088358929266932
236,C,1,0.3274583867478693
236,D,2,0.25352566337231586
236,E,3,0.12205410625903906
237,A,5,-0.10463132099045391
237,B,4,-0.04356782046551628
237,C,1,0.46015668812205024
237,D,3,0.19650841867788824
237,E,2,0.26337695221599267
238,A,3,0.03579879853167402
238,B,4,-0.08315794076065842
238,C,1,0.25330610230279993
238,D,5,-0.09247407516103825
238,E,2,0.1688872469907513
239,A,4,0.11593659358729524
239,B,5,-0.06132774391100866
239,C,1,0.35415161890369073
239,D,2,0.16049126724263046
239,E,3,0.11730810967028056
240,A,3,0.08037598271132206
240,B,5,-0.0928932295423897
240,C,1,0.29864835440191917
240,D,2,0.10720468105438917
240,E,4,-0.05243184906693596
241,A,1,0.4323399430617737
241,B,5,-0.1316460735814852
241,C,2,0.23208088852283226
241,D,4,-0.01907938648502778
241,E,3,0.17868023227365623
242,A,5,-0.18739727790078708
242,B,4,-0.08244317052047825
242,C,1,0.2766033857239061
242,D,3,0.057443962097571626
242,E,2,0.06997276156847
243,A,1,0.2948568829809449
243,B,5,-0.11805953532874337
243,C,2,0.27133545532607733
243,D,3,0.12030459318623823
243,E,4,-0.0381104822131617
244,A,5,-0.13346013309122612
244,B,4,-0.1292431260609748
244,C,1,0.2976270688200752
244,D,2,0.1172737695933409
244,E,3,0.1162158803560766
245,A,2,0.29943032055154883
245,B,5,-0.09097369313507359
245,C,1,0.44765661391636435
245,D,3,0.1685579781099017
245,E,4,0.09583888555639121
246,A,2,0.2201342392215867
246,B,5,-0.1159383401116851
246,C,1,0.340326028951338
246,D,3,0.17859271520267392
246,E,4,0.12196405798730202
247,A,1,0.4539463218716646
247,B,5,-0.13460311323256394
247,C,2,0.40327613471576024
247,D,4,0.113400961973953
247,E,3,0.15766665840083344
248,A,2,0.41115682656487706
248,B,5,-0.025107281226975506
248,C,1,0.4163725277518784
248,D,3,0.23687054681716102
248,E,4,0.22467702517471322
249,A,4,0.1597838644214947
249,B,5,-0.025686065897688445
249,C,1,0.3673501064406979
249,D,2,0.2872916488818088
249,E,3,0.20816245030729474
250,A,1,0.4461607730877878
250,B,5,-0.1734074051536688
250,C,2,0.4336741716432855
250,D,4,0.047097150064855146
250,E,3,0.2863689099157969
251,A,3,0.09308590893480095
251,B,5,-0.013244231303170111
251,C,1,0.32535069128833005
251,D,4,0.06911521698121602
251,E,2,0.17973137952917972
252,A,5,-0.16860208054703738
252,B,4,-0.05590122934772955
252,C,1,0.3619707936306031
252,D,3,0.01212576115046677
252,E,2,0.03922275627005285
253,A,4,-0.07333786173352427
253,B,5,-0.07796279751389752
253,C,1,0.41850131056928414
253,D,2,0.20465487924583778
253,E,3,0.15050003597476555
254,A,5,-0.0569808463654206
254,B,4,-0.04577166367524523
254,C,1,0.37993228561833636
254,D,3,0.1909914686306874
254,E,2,0.26463280663988
255,A,5,-0.10343146578567528
255,B,4,-0.009818017503296132
255,C,1,0.3017180437474688
255,D,2,0.22233883407592234
255,E,3,0.09758245413027618
